3.000543119999999897e-01,2.394887707417759088e+02
3.001949789999999729e-01,2.394887790663108831e+02
3.003356460000000117e-01,2.394887873840418138e+02
3.004741670000000142e-01,2.394887956948707313e+02
3.006103039999999949e-01,2.394888039987003765e+02
3.007504939999999793e-01,2.394888122954341725e+02
3.008854389999999768e-01,2.394888205849761107e+02
3.010261060000000155e-01,2.394888288672309500e+02
3.011667729999999987e-01,2.394888371421040176e+02
3.013074399999999819e-01,2.394888454095013515e+02
3.014416690000000232e-01,2.394888536693296146e+02
3.015818599999999794e-01,2.394888619214961523e+02
3.017225270000000181e-01,2.394888701659089065e+02
3.018627170000000026e-01,2.394888784024765584e+02
3.019962310000000039e-01,2.394888866311083859e+02
3.021371359999999728e-01,2.394888948517142921e+02
3.022778030000000116e-01,2.394889030642048908e+02
3.024177550000000103e-01,2.394889112684914210e+02
3.025541310000000039e-01,2.394889194644857753e+02
3.026919359999999948e-01,2.394889276521004717e+02
3.028335569999999755e-01,2.394889358312486820e+02
3.029682639999999871e-01,2.394889440018442883e+02
3.031091690000000116e-01,2.394889521638016845e+02
3.032495980000000091e-01,2.394889603170360033e+02
3.033905029999999781e-01,2.394889684614630596e+02
3.035249709999999768e-01,2.394889765969992084e+02
3.036646840000000180e-01,2.394889847235615150e+02
3.038058280000000000e-01,2.394889928410675850e+02
3.039410109999999832e-01,2.394890009494358196e+02
3.040816780000000219e-01,2.394890090485850749e+02
3.042223450000000051e-01,2.394890171384349742e+02
3.043627740000000026e-01,2.394890252189057378e+02
3.045008180000000064e-01,2.394890332899181828e+02
3.046381470000000258e-01,2.394890413513938654e+02
3.047792910000000077e-01,2.394890494032549668e+02
3.049137590000000064e-01,2.394890574454241801e+02
3.050551409999999741e-01,2.394890654778248518e+02
3.051962850000000116e-01,2.394890735003810676e+02
3.053309920000000233e-01,2.394890815130174531e+02
3.054718969999999922e-01,2.394890895156593444e+02
3.056125639999999755e-01,2.394890975082326179e+02
3.057458399999999910e-01,2.394891054906637748e+02
3.058874610000000271e-01,2.394891134628800273e+02
3.060274119999999987e-01,2.394891214248091558e+02
3.061678409999999961e-01,2.394891293763795659e+02
3.063027859999999936e-01,2.394891373175202887e+02
3.064434529999999768e-01,2.394891452481609520e+02
3.065841200000000155e-01,2.394891531682318657e+02
3.067190650000000129e-01,2.394891610776638800e+02
3.068599699999999819e-01,2.394891689763885267e+02
3.070013520000000051e-01,2.394891768643379351e+02
3.071360590000000168e-01,2.394891847414448307e+02
3.072767260000000000e-01,2.394891926076426216e+02
3.074176310000000245e-01,2.394892004628652558e+02
3.075530530000000207e-01,2.394892083070473063e+02
3.076932430000000052e-01,2.394892161401240003e+02
3.078341479999999741e-01,2.394892239620311898e+02
3.079688549999999858e-01,2.394892317727052102e+02
3.081092830000000116e-01,2.394892395720831928e+02
3.082499499999999948e-01,2.394892473601027518e+02
3.083846570000000065e-01,2.394892551367020985e+02
3.085293769999999935e-01,2.394892629018200978e+02
3.086657520000000154e-01,2.394892706553962114e+02
3.088073729999999961e-01,2.394892783973705264e+02
3.089413639999999961e-01,2.394892861276836697e+02
3.090822699999999923e-01,2.394892938462769223e+02
3.092238900000000013e-01,2.394893015530921616e+02
3.093581200000000142e-01,2.394893092480718622e+02
3.094980720000000129e-01,2.394893169311590100e+02
3.096392150000000232e-01,2.394893246022973301e+02
3.097791670000000219e-01,2.394893322614310591e+02
3.099136350000000206e-01,2.394893399085050874e+02
3.100550169999999883e-01,2.394893475434647598e+02
3.101956840000000271e-01,2.394893551662561322e+02
3.103301529999999975e-01,2.394893627768258568e+02
3.104710580000000220e-01,2.394893703751211262e+02
3.106117250000000052e-01,2.394893779610897582e+02
3.107466700000000026e-01,2.394893855346801104e+02
3.108875750000000271e-01,2.394893930958411659e+02
